ens_gene	Symbol	Uniq_syms	entrez	Gene_name	NTC2	NTC3	NTC4	NTC5	sgUgcg1	sgUgcg2	sgUgcg5
ENSMUSG00000027710.14	Acad9	Acad9	229211	acyl-Coenzyme A dehydrogenase family, member 9	552	447	504	584	390	623	690
ENSMUSG00000033883.11	Zfp267	Zfp267	241944	zinc finger protein 267	149	180	170	206	119	173	152
ENSMUSG00000027712.13	Anxa5	Anxa5	11747	annexin A5	4655	3943	3954	4249	4290	5573	6609
ENSMUSG00000027713.6	1810062G17Rik	1810062G17Rik	72282	RIKEN cDNA 1810062G17 gene	23	17	26	36	4	48	26
ENSMUSG00000027714.11	Exosc9	Exosc9	50911	exosome component 9	1030	589	709	776	572	1036	1354
ENSMUSG00000027715.9	Ccna2	Ccna2	12428	cyclin A2	90	160	253	223	162	68	176
ENSMUSG00000037325.10	Bbs7	Bbs7	71492	Bardet-Biedl syndrome 7	23	13	10	13	6	18	16
ENSMUSG00000037270.18	Bltp1	Bltp1	229227	bridge-like lipid transfer protein family member 1	4407	5095	3975	4856	3598	4407	4472
ENSMUSG00000027719.15	Adad1	Adad1	21744	adenosine deaminase domain containing 1	0	3	0	0	3	1	3
ENSMUSG00000027720.7	Il2	Il2	16183	interleukin 2	61	39	57	74	64	96	109
ENSMUSG00000045031.18	Cetn4	Cetn4	207175	centrin 4	19	20	10	45	11	29	28
ENSMUSG00000051444.9	Bbs12	Bbs12	241950	Bardet-Biedl syndrome 12	132	101	120	105	60	161	124
ENSMUSG00000083353.1	NA	ENSMUSG00000083353.1	NA	NA	2	4	4	21	1	5	4
ENSMUSG00000054779.5	NA	ENSMUSG00000054779.5	NA	NA	2	6	2	3	1	1	5
ENSMUSG00000105063.1	NA	ENSMUSG00000105063.1	NA	NA	8	0	3	4	1	2	0
ENSMUSG00000037225.13	Fgf2	Fgf2	14173	fibroblast growth factor 2	48	58	83	60	45	46	74
ENSMUSG00000050174.15	Nudt6	Nudt6	229228	nudix hydrolase 6	187	120	136	185	79	208	249
ENSMUSG00000027722.14	Afg2a	Afg2a	57815	AFG2 AAA ATPase homolog A	1165	956	776	1077	773	1028	1273
ENSMUSG00000106166.1	NA	ENSMUSG00000106166.1	NA	NA	89	54	57	46	68	63	45
ENSMUSG00000080723.1	NA	ENSMUSG00000080723.1	NA	NA	8	6	3	10	1	1	2
ENSMUSG00000037211.12	Spry1	Spry1	24063	sprouty RTK signaling antagonist 1	66	108	40	43	27	158	83
ENSMUSG00000106062.1	NA	ENSMUSG00000106062.1	NA	NA	6	4	0	1	0	3	0
ENSMUSG00000100755.1	Rps23-ps1	Rps23-ps1	100038875	ribosomal protein S23, pseudogene 1	5	3	3	6	1	1	7
ENSMUSG00000097304.1	Rpl31-ps15	Rpl31-ps15	626367	ribosomal protein L31, pseudogene 15	6	1	3	4	1	3	5
ENSMUSG00000106441.1	NA	ENSMUSG00000106441.1	NA	NA	71	44	60	38	19	39	49
ENSMUSG00000044864.16	Ankrd50	Ankrd50	99696	ankyrin repeat domain 50	977	1052	793	920	705	911	896
ENSMUSG00000050533.3	NA	ENSMUSG00000050533.3	NA	NA	4	10	6	5	3	7	3
ENSMUSG00000060798.7	Intu	Intu	380614	inturned planar cell polarity protein	4	2	13	3	2	5	9
ENSMUSG00000025757.13	Hspa4l	Hspa4l	18415	heat shock protein 4 like	877	1158	814	1079	951	926	1053
ENSMUSG00000025758.10	Plk4	Plk4	20873	polo like kinase 4	604	479	496	548	401	609	716
ENSMUSG00000025759.11	Mfsd8	Mfsd8	72175	major facilitator superfamily domain containing 8	1157	1006	905	1025	645	1082	1218
ENSMUSG00000107741.2	NA	ENSMUSG00000107741.2	NA	NA	95	56	144	95	78	102	133
ENSMUSG00000037818.16	Abhd18	Abhd18	269423	abhydrolase domain containing 18	478	420	575	468	261	451	560
ENSMUSG00000107524.1	NA	ENSMUSG00000107524.1	NA	NA	9	8	8	13	9	10	10
ENSMUSG00000107892.1	NA	ENSMUSG00000107892.1	NA	NA	1	2	2	2	4	0	2
ENSMUSG00000097583.2	6430590A07Rik	6430590A07Rik	619719	RIKEN cDNA 6430590A07 gene	510	262	448	545	380	399	542
ENSMUSG00000074619.5	Fundc2b	Fundc2b	73297	FUN14 domain containing 2B	17	6	11	7	12	14	16
ENSMUSG00000025762.15	Larp1b	Larp1b	214048	La ribonucleoprotein 1B	330	377	324	381	341	384	422
ENSMUSG00000064927.1	Gm22043	Gm22043	115489855	predicted gene, 22043	20	8	17	6	11	20	15
ENSMUSG00000105517.1	NA	ENSMUSG00000105517.1	NA	NA	2	6	5	2	1	1	0
ENSMUSG00000049940.7	Pgrmc2	Pgrmc2	70804	progesterone receptor membrane component 2	869	864	733	953	671	736	854
ENSMUSG00000025764.14	Jade1	Jade1	269424	jade family PHD finger 1	1634	1657	1344	1492	1254	1502	1475
ENSMUSG00000059834.12	Sclt1	Sclt1	67161	sodium channel and clathrin linker 1	272	248	255	298	173	287	223
ENSMUSG00000102436.1	NA	ENSMUSG00000102436.1	NA	NA	4	2	0	0	0	4	1
ENSMUSG00000025766.14	D3Ertd751e	D3Ertd751e	73852	DNA segment, Chr 3, ERATO Doi 751, expressed	577	312	520	601	260	617	506
ENSMUSG00000103952.1	NA	ENSMUSG00000103952.1	NA	NA	9	0	9	10	0	2	0
ENSMUSG00000090919.6	Pabpc4l	Pabpc4l	241989	poly(A) binding protein, cytoplasmic 4-like	1	0	5	0	0	2	2
ENSMUSG00000072387.3	NA	ENSMUSG00000072387.3	NA	NA	7	16	15	13	8	17	11
ENSMUSG00000102220.1	Rpl23a-ps5	Rpl23a-ps5	383850	ribosomal protein L23A, pseudogene 5	4	0	1	4	2	0	1
ENSMUSG00000104309.1	Gm5846	Gm5846	545519	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2 pseudogene	5	2	5	4	4	2	3
ENSMUSG00000027737.10	Slc7a11	Slc7a11	26570	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	6	0	0	0	4	1	2
ENSMUSG00000023087.15	Noct	Noct	12457	nocturnin	245	423	220	250	217	301	260
ENSMUSG00000103313.1	NA	ENSMUSG00000103313.1	NA	NA	12	28	26	18	8	12	10
ENSMUSG00000037174.18	Elf2	Elf2	69257	E74-like factor 2	2214	2708	2436	2753	1882	2431	2582
ENSMUSG00000087440.2	4930577N17Rik	4930577N17Rik	67746	RIKEN cDNA 4930577N17 gene	72	46	74	99	50	51	89
ENSMUSG00000077420.1	NA	ENSMUSG00000077420.1	NA	NA	4	4	6	15	4	1	0
ENSMUSG00000104200.1	NA	ENSMUSG00000104200.1	NA	NA	7	25	7	15	16	16	11
ENSMUSG00000037161.14	Mgarp	Mgarp	67749	mitochondria localized glutamic acid rich protein	18	7	10	7	14	13	24
ENSMUSG00000104241.1	NA	ENSMUSG00000104241.1	NA	NA	21	10	16	7	19	20	29
ENSMUSG00000037152.11	Ndufc1	Ndufc1	66377	NADH:ubiquinone oxidoreductase subunit C1	3064	1933	2185	2409	1769	3006	3499
ENSMUSG00000063273.11	Naa15	Naa15	74838	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	2799	2739	2382	2854	2005	2639	2406
ENSMUSG00000103191.1	NA	ENSMUSG00000103191.1	NA	NA	30	34	25	25	24	32	12
ENSMUSG00000102775.1	NA	ENSMUSG00000102775.1	NA	NA	14	7	6	11	2	10	1
ENSMUSG00000027739.9	Rab33b	Rab33b	19338	RAB33B, member RAS oncogene family	993	968	911	1110	860	1128	1212
ENSMUSG00000102570.1	NA	ENSMUSG00000102570.1	NA	NA	47	79	50	65	36	62	46
ENSMUSG00000037111.9	Setd7	Setd7	73251	SET domain containing (lysine methyltransferase) 7	626	929	701	815	701	726	700
ENSMUSG00000102466.1	NA	ENSMUSG00000102466.1	NA	NA	55	53	41	63	30	29	61
ENSMUSG00000097885.7	NA	ENSMUSG00000097885.7	NA	NA	241	247	258	243	210	273	331
ENSMUSG00000104166.1	NA	ENSMUSG00000104166.1	NA	NA	6	9	9	3	0	5	6
ENSMUSG00000074604.9	Mgst2	Mgst2	211666	microsomal glutathione S-transferase 2	2216	1654	1971	2177	1872	3244	3773
ENSMUSG00000103527.1	NA	ENSMUSG00000103527.1	NA	NA	12	2	16	11	10	13	10
ENSMUSG00000061143.15	Maml3	Maml3	433586	mastermind like transcriptional coactivator 3	4	16	24	6	5	6	9
ENSMUSG00000104339.1	NA	ENSMUSG00000104339.1	NA	NA	4	6	8	9	5	12	6
ENSMUSG00000103170.1	NA	ENSMUSG00000103170.1	NA	NA	20	70	24	28	10	22	16
ENSMUSG00000044167.6	Foxo1	Foxo1	56458	forkhead box O1	2347	2452	2358	2440	1632	2893	2886
ENSMUSG00000102844.1	NA	ENSMUSG00000102844.1	NA	NA	62	88	60	93	52	53	56
ENSMUSG00000103454.1	NA	ENSMUSG00000103454.1	NA	NA	5	8	12	14	2	7	2
ENSMUSG00000070490.4	Gm10293	Gm10293	100039762	glyceraldehyde-3-phosphate dehydrogenase pseudogene	4	3	2	3	4	5	4
ENSMUSG00000102785.5	Gm2447	Gm2447	329639	predicted gene 2447	0	1	3	0	2	6	0
ENSMUSG00000027742.13	Cog6	Cog6	67542	component of oligomeric golgi complex 6	917	1001	878	994	884	1082	1189
ENSMUSG00000048332.13	Lhfpl6	Lhfpl6	108927	LHFPL tetraspan subfamily member 6	2	4	2	0	3	6	6
ENSMUSG00000104687.1	NA	ENSMUSG00000104687.1	NA	NA	5	3	1	4	1	8	4
ENSMUSG00000042997.13	Nhlrc3	Nhlrc3	212114	NHL repeat containing 3	1156	1019	1011	1355	854	1144	1359
ENSMUSG00000085174.1	NA	ENSMUSG00000085174.1	NA	NA	42	30	32	47	32	38	33
ENSMUSG00000049504.12	Proser1	Proser1	212127	proline and serine rich 1	1459	1463	1335	1470	1108	1555	1606
ENSMUSG00000027744.4	Stoml3	Stoml3	229277	stomatin (Epb7.2)-like 3	0	3	0	2	0	2	4
ENSMUSG00000105879.1	Gm6204	Gm6204	621155	ribosomal protein S14 pseudogene	1059	648	583	683	448	629	711
ENSMUSG00000027746.13	Ufm1	Ufm1	67890	ubiquitin-fold modifier 1	1735	1346	1309	1457	1130	1410	1640
ENSMUSG00000069014.4	Gm5641	Gm5641	434807	heterogeneous nuclear ribonucleoprotein A3 pseudogene	4	3	0	1	1	3	0
ENSMUSG00000027751.13	Supt20	Supt20	56790	SPT20 SAGA complex component	4769	4485	4329	4906	3514	5526	5543
ENSMUSG00000027752.15	Exosc8	Exosc8	69639	exosome component 8	5010	4176	3780	4482	3747	5061	5646
ENSMUSG00000036632.9	Alg5	Alg5	66248	ALG5 dolichyl-phosphate beta-glucosyltransferase	2441	1621	1783	2149	1453	2259	2382
ENSMUSG00000036615.6	Rfxap	Rfxap	170767	regulatory factor X-associated protein	1362	1568	1188	1315	1286	1563	1799
ENSMUSG00000069011.5	NA	ENSMUSG00000069011.5	NA	NA	22	32	14	25	21	31	29
ENSMUSG00000036580.15	Spart	Spart	229285	spartin	850	796	675	918	694	1043	1119
ENSMUSG00000048655.17	Ccdc169	Ccdc169	320604	coiled-coil domain containing 169	0	3	3	6	1	1	4
ENSMUSG00000027799.12	Nbea	Nbea	26422	neurobeachin	15	10	16	33	15	1	21
ENSMUSG00000105452.1	NA	ENSMUSG00000105452.1	NA	NA	5	2	5	2	1	2	3
ENSMUSG00000104965.1	NA	ENSMUSG00000104965.1	NA	NA	2	1	4	6	4	7	0
ENSMUSG00000036513.15	Commd2	Commd2	52245	COMM domain containing 2	2059	1553	1277	1622	1324	1885	1998
ENSMUSG00000104623.1	Gm6394	Gm6394	623114	ribosomal protein S11 pseudogene	695	584	574	730	389	530	704
ENSMUSG00000036503.13	Rnf13	Rnf13	24017	ring finger protein 13	4678	4620	3927	4762	3728	5010	5208
ENSMUSG00000106421.1	Gm9645	Gm9645	675537	ribosomal protein L7A pseudogene	7	14	6	22	6	14	10
ENSMUSG00000027805.16	Pfn2	Pfn2	18645	profilin 2	146	103	124	97	90	121	102
ENSMUSG00000027806.9	Tsc22d2	Tsc22d2	72033	TSC22 domain family, member 2	1184	1861	1106	1425	1005	1311	1276
ENSMUSG00000027808.8	Serp1	Serp1	28146	stress-associated endoplasmic reticulum protein 1	6210	5757	4785	5262	4333	6599	6898
ENSMUSG00000027810.14	Eif2a	Eif2a	229317	eukaryotic translation initiation factor 2A	2001	1555	1578	1915	1251	1681	1990
ENSMUSG00000106553.1	NA	ENSMUSG00000106553.1	NA	NA	40	62	52	56	31	73	42
ENSMUSG00000075700.9	Selenot	Selenot	69227	selenoprotein T	2243	2886	2463	2790	1839	1888	2162
ENSMUSG00000105336.1	NA	ENSMUSG00000105336.1	NA	NA	2	2	0	6	0	0	0
ENSMUSG00000036432.8	Siah2	Siah2	20439	siah E3 ubiquitin protein ligase 2	305	395	178	246	225	297	326
ENSMUSG00000059776.7	Rpl13-ps6	Rpl13-ps6	100040416	ribosomal protein L13, pseudogene 6	189	153	134	172	157	159	159
ENSMUSG00000056476.13	Med12l	Med12l	329650	mediator complex subunit 12-like	663	769	697	862	481	538	676
ENSMUSG00000050075.8	Gpr171	Gpr171	229323	G protein-coupled receptor 171	3072	2842	2557	3004	2007	2929	3026
ENSMUSG00000036381.13	P2ry14	P2ry14	140795	purinergic receptor P2Y, G-protein coupled, 14	318	169	242	309	128	311	332
ENSMUSG00000051431.7	Gpr87	Gpr87	84111	G protein-coupled receptor 87	4	16	4	5	0	4	19
ENSMUSG00000036362.2	P2ry13	P2ry13	74191	purinergic receptor P2Y, G-protein coupled 13	96	75	69	79	48	47	79
ENSMUSG00000036353.13	P2ry12	P2ry12	70839	purinergic receptor P2Y, G-protein coupled 12	381	333	341	352	174	209	283
ENSMUSG00000104550.1	NA	ENSMUSG00000104550.1	NA	NA	23	21	31	35	9	11	19
ENSMUSG00000036334.12	Igsf10	Igsf10	242050	immunoglobulin superfamily, member 10	2	14	11	2	0	5	5
ENSMUSG00000102550.1	Gm8276	Gm8276	666756	poly(A) binding protein, cytoplasmic 1 pseudogene	11	12	11	8	12	10	10
ENSMUSG00000103986.1	NA	ENSMUSG00000103986.1	NA	NA	4	4	3	2	5	3	1
ENSMUSG00000027763.13	Mbnl1	Mbnl1	56758	muscleblind like splicing regulator 1	50404	48319	45187	53531	34033	50786	56841
ENSMUSG00000104235.1	NA	ENSMUSG00000104235.1	NA	NA	303	535	440	545	262	331	267
ENSMUSG00000104125.1	NA	ENSMUSG00000104125.1	NA	NA	152	275	172	223	124	218	119
ENSMUSG00000103587.1	Gm38326	Gm38326	102642162	predicted gene, 38326	0	0	2	2	1	4	6
ENSMUSG00000102490.1	NA	ENSMUSG00000102490.1	NA	NA	18	15	6	10	17	19	16
ENSMUSG00000027694.9	Gm8325	Gm8325	666853	ubiquitin-conjugating enzyme E2 variant 1 pseudogene	259	215	191	253	214	221	286
ENSMUSG00000102564.1	NA	ENSMUSG00000102564.1	NA	NA	0	0	977	0	4	0	0
ENSMUSG00000103473.1	NA	ENSMUSG00000103473.1	NA	NA	6	7	6	8	11	10	4
ENSMUSG00000036894.3	Rap2b	Rap2b	74012	RAP2B, member of RAS oncogene family	1051	957	864	1135	786	1142	1215
ENSMUSG00000036885.14	Arhgef26	Arhgef26	622434	Rho guanine nucleotide exchange factor 26	11	20	6	11	0	3	5
ENSMUSG00000027770.5	Dhx36	Dhx36	72162	DEAH-box helicase 36	3416	3222	3088	3711	2520	3705	3963
ENSMUSG00000063001.10	Gm9701	Gm9701	676984	predicted gene 9701	429	107	24	13	18	30	64
ENSMUSG00000036834.16	Plch1	Plch1	269437	phospholipase C, eta 1	91	122	54	124	59	65	124
ENSMUSG00000090131.1	NA	ENSMUSG00000090131.1	NA	NA	1	1	6	2	1	3	2
ENSMUSG00000048581.12	E130311K13Rik	E130311K13Rik	329659	RIKEN cDNA E130311K13 gene	343	131	305	306	140	397	416
ENSMUSG00000027822.16	Slc33a1	Slc33a1	11416	solute carrier family 33 (acetyl-CoA transporter), member 1	616	551	606	745	431	685	691
ENSMUSG00000027823.9	Gmps	Gmps	229363	guanine monophosphate synthetase	2832	2274	2331	2626	2270	2976	3202
ENSMUSG00000090303.3	Vmn2r-ps3	Vmn2r-ps3	100124546	vomeronasal 2, receptor, pseudogene 3	2	7	4	1	4	4	5
ENSMUSG00000091572.9	Vmn2r3	Vmn2r3	637004	vomeronasal 2, receptor 3	0	5	2	4	0	1	1
ENSMUSG00000027827.17	Kcnab1	Kcnab1	16497	potassium voltage-gated channel, shaker-related subfamily, beta member 1	42	39	32	44	41	36	33
ENSMUSG00000104093.1	A330015K06Rik	A330015K06Rik	102637797	RIKEN cDNA A330015K06 gene	3	0	2	3	1	1	0
ENSMUSG00000090120.1	NA	ENSMUSG00000090120.1	NA	NA	6	3	2	3	2	2	4
ENSMUSG00000027828.12	Ssr3	Ssr3	67437	signal sequence receptor, gamma	2773	3038	2689	3058	2258	2828	3264
ENSMUSG00000048916.7	NA	ENSMUSG00000048916.7	NA	NA	2	7	2	2	0	0	1
ENSMUSG00000103880.1	NA	ENSMUSG00000103880.1	NA	NA	6	5	2	5	1	1	2
ENSMUSG00000074580.11	4931440P22Rik	4931440P22Rik	71004	RIKEN cDNA 4931440P22 gene	41	54	28	26	27	55	27
ENSMUSG00000034640.9	Tiparp	Tiparp	99929	TCDD-inducible poly(ADP-ribose) polymerase	1068	1342	797	1004	785	1272	1121
ENSMUSG00000074579.14	Lekr1	Lekr1	624866	leucine, glutamate and lysine rich 1	13	3	13	7	4	4	10
ENSMUSG00000104037.1	NA	ENSMUSG00000104037.1	NA	NA	3	5	1	1	0	0	0
ENSMUSG00000027829.15	Ccnl1	Ccnl1	56706	cyclin L1	5280	7060	5535	6241	4731	6161	6030
ENSMUSG00000103041.1	NA	ENSMUSG00000103041.1	NA	NA	56	37	23	25	20	20	39
ENSMUSG00000102914.1	NA	ENSMUSG00000102914.1	NA	NA	8	5	2	2	2	8	5
ENSMUSG00000027833.16	Shox2	Shox2	20429	short stature homeobox 2	0	11	0	0	0	5	6
ENSMUSG00000034544.17	Rsrc1	Rsrc1	66880	arginine/serine-rich coiled-coil 1	1442	1178	1152	1385	1032	1416	1856
ENSMUSG00000048416.15	Mlf1	Mlf1	17349	myeloid leukemia factor 1	12	16	13	10	9	11	32
ENSMUSG00000027774.16	Gfm1	Gfm1	28030	G elongation factor, mitochondrial 1	1126	910	954	1061	660	1104	1129
ENSMUSG00000047557.2	Lxn	Lxn	17035	latexin	1061	1231	850	1090	1062	1079	1392
ENSMUSG00000103703.2	NA	ENSMUSG00000103703.2	NA	NA	13	4	10	5	4	7	9
ENSMUSG00000049404.7	Rarres1	Rarres1	109222	retinoic acid receptor responder (tazarotene induced) 1	0	2	2	3	0	3	1
ENSMUSG00000027775.9	Mfsd1	Mfsd1	66868	major facilitator superfamily domain containing 1	2840	2788	2756	3180	2140	3069	3223
ENSMUSG00000103206.1	NA	ENSMUSG00000103206.1	NA	NA	31	12	21	27	18	29	38
ENSMUSG00000091272.2	NA	ENSMUSG00000091272.2	NA	NA	3	5	2	2	1	6	0
ENSMUSG00000046999.2	1110032F04Rik	1110032F04Rik	68725	RIKEN cDNA 1110032F04 gene	28	14	21	18	12	23	12
ENSMUSG00000027778.15	Ift80	Ift80	68259	intraflagellar transport 80	185	176	174	170	136	184	258
ENSMUSG00000093384.1	NA	ENSMUSG00000093384.1	NA	NA	14	5	8	8	11	10	10
ENSMUSG00000093402.1	NA	ENSMUSG00000093402.1	NA	NA	121	85	85	98	97	121	116
ENSMUSG00000034349.14	Smc4	Smc4	70099	structural maintenance of chromosomes 4	5788	5046	4853	5586	4553	6113	6847
ENSMUSG00000065606.1	Mir16-2	Mir16-2	723949	microRNA 16-2	101	117	129	151	97	124	94
ENSMUSG00000034317.14	Trim59	Trim59	66949	tripartite motif-containing 59	3828	3208	3149	3522	3109	3985	4872
ENSMUSG00000027782.10	Kpna4	Kpna4	16649	karyopherin subunit alpha 4	5573	6292	4584	5816	4798	5600	6061
ENSMUSG00000089417.1	Gm22009	Gm22009	115489854	predicted gene, 22009	17	20	10	4	10	12	11
ENSMUSG00000103094.1	NA	ENSMUSG00000103094.1	NA	NA	647	756	690	908	467	596	659
ENSMUSG00000094763.3	Gm1647	Gm1647	381452	predicted gene 1647	12	10	8	12	5	9	7
ENSMUSG00000027784.10	Ppm1l	Ppm1l	242083	protein phosphatase 1 (formerly 2C)-like	126	117	130	152	73	170	198
ENSMUSG00000090941.1	NA	ENSMUSG00000090941.1	NA	NA	14	14	7	9	8	6	9
ENSMUSG00000043300.2	B3galnt1	B3galnt1	26879	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1	10	0	0	0	0	0	4
ENSMUSG00000068969.3	Rpl32-ps	Rpl32-ps	19952	ribosomal protein L32, pseudogene	37	21	28	21	20	28	22
ENSMUSG00000027787.14	Nmd3	Nmd3	97112	NMD3 ribosome export adaptor	2333	1769	1706	1845	1362	2282	2233
ENSMUSG00000102666.1	Gm8599	Gm8599	108168916	40S ribosomal protein S18 pseudogene	4	2	1	5	3	9	6
ENSMUSG00000103396.1	NA	ENSMUSG00000103396.1	NA	NA	9	3	2	4	0	3	11
ENSMUSG00000096400.2	NA	ENSMUSG00000096400.2	NA	NA	19	13	17	21	8	27	37
ENSMUSG00000104301.3	Wdr49	Wdr49	213248	WD repeat domain 49	42	31	69	59	21	36	40
ENSMUSG00000027835.11	Pdcd10	Pdcd10	56426	programmed cell death 10	7648	4506	4802	5475	4084	6215	6839
ENSMUSG00000027834.15	Serpini1	Serpini1	20713	serine (or cysteine) peptidase inhibitor, clade I, member 1	1018	1100	826	878	897	1163	1116
ENSMUSG00000102625.1	NA	ENSMUSG00000102625.1	NA	NA	35	60	31	42	38	55	62
ENSMUSG00000099370.1	Platr10	Platr10	69193	pluripotency associated transcript 10	1	7	4	4	4	7	5
ENSMUSG00000034109.15	Golim4	Golim4	73124	golgi integral membrane protein 4	1648	1985	1637	1986	1391	1602	1736
ENSMUSG00000103024.1	NA	ENSMUSG00000103024.1	NA	NA	9	5	6	12	5	4	3
ENSMUSG00000104448.1	NA	ENSMUSG00000104448.1	NA	NA	3	3	1	1	8	5	2
ENSMUSG00000070443.6	Gm10291	Gm10291	100041748	glyceraldehyde-3-phosphate dehydrogenase pseudogene	4	0	6	3	0	0	3
ENSMUSG00000037096.6	NA	ENSMUSG00000037096.6	NA	NA	67	73	62	76	49	73	99
ENSMUSG00000062232.14	Rapgef2	Rapgef2	76089	Rap guanine nucleotide exchange factor (GEF) 2	1269	1480	1242	1433	1030	1300	1482
ENSMUSG00000104585.1	4921511C10Rik	4921511C10Rik	70924	RIKEN cDNA 4921511C10 gene	119	141	118	120	106	123	113
ENSMUSG00000102545.1	6430573P05Rik	6430573P05Rik	115489693	RIKEN cDNA 6430573P05 gene	57	59	65	59	32	84	55
ENSMUSG00000061175.12	Fnip2	Fnip2	329679	folliculin interacting protein 2	141	86	67	125	90	74	99
ENSMUSG00000068957.1	4930589L23Rik	4930589L23Rik	75879	RIKEN cDNA 4930589L23 gene	0	13	0	0	1	6	3
ENSMUSG00000027804.13	Ppid	Ppid	67738	peptidylprolyl isomerase D (cyclophilin D)	2095	2216	1876	2293	1700	2358	2391
ENSMUSG00000027809.14	Etfdh	Etfdh	66841	electron transferring flavoprotein, dehydrogenase	1510	1345	1371	1694	1176	1877	2059
ENSMUSG00000102370.1	NA	ENSMUSG00000102370.1	NA	NA	6	5	9	15	2	5	3
ENSMUSG00000027811.9	4930579G24Rik	4930579G24Rik	75939	RIKEN cDNA 4930579G24 gene	274	274	213	198	213	334	349
ENSMUSG00000027956.11	Tmem144	Tmem144	70652	transmembrane protein 144	11	20	14	4	6	13	7
ENSMUSG00000028019.9	Pdgfc	Pdgfc	54635	platelet-derived growth factor, C polypeptide	11	1	0	0	1	2	8
ENSMUSG00000028015.3	Ctso	Ctso	229445	cathepsin O	1372	1322	1218	1268	1143	1459	1641
ENSMUSG00000028011.16	Tdo2	Tdo2	56720	tryptophan 2,3-dioxygenase	28	15	22	21	13	18	37
ENSMUSG00000033910.13	Gucy1a1	Gucy1a1	60596	guanylate cyclase 1, soluble, alpha 1	0	0	0	2	5	10	2
ENSMUSG00000033900.13	Map9	Map9	213582	microtubule-associated protein 9	5	0	5	6	0	16	3
ENSMUSG00000027998.11	Plrg1	Plrg1	53317	pleiotropic regulator 1	1468	1269	1135	1300	1219	1349	1598
ENSMUSG00000027995.10	Tlr2	Tlr2	24088	toll-like receptor 2	63	98	55	56	63	98	63
ENSMUSG00000033767.14	Tmem131l	Tmem131l	229473	transmembrane 131 like	7137	7013	6363	7969	5432	6381	7612
ENSMUSG00000103261.1	NA	ENSMUSG00000103261.1	NA	NA	997	792	747	1086	702	791	840
ENSMUSG00000033752.7	Mnd1	Mnd1	76915	meiotic nuclear divisions 1	13	0	6	5	0	2	1
ENSMUSG00000027993.16	Trim2	Trim2	80890	tripartite motif-containing 2	47	59	45	79	31	60	65
ENSMUSG00000041842.15	Fhdc1	Fhdc1	229474	FH2 domain containing 1	8	6	4	10	6	4	8
ENSMUSG00000074513.9	Arfip1	Arfip1_ENSMUSG00000074513.9	99889	ADP-ribosylation factor interacting protein 1	399	367	307	332	327	360	436
ENSMUSG00000085625.1	NA	ENSMUSG00000085625.1	NA	NA	2	3	6	1	0	1	2
ENSMUSG00000103741.1	NA	ENSMUSG00000103741.1	NA	NA	11	8	5	18	5	7	17
ENSMUSG00000056498.13	Tmem154	Tmem154	320782	transmembrane protein 154	2549	1782	1887	2443	1495	2431	3097
ENSMUSG00000028086.15	Fbxw7	Fbxw7	50754	F-box and WD-40 domain protein 7	3230	3308	2709	3505	2551	3350	3920
ENSMUSG00000102919.1	NA	ENSMUSG00000102919.1	NA	NA	49	102	68	55	32	63	49
ENSMUSG00000102703.1	NA	ENSMUSG00000102703.1	NA	NA	39	9	39	25	26	3	30
ENSMUSG00000085527.1	NA	ENSMUSG00000085527.1	NA	NA	2	10	9	2	1	5	15
ENSMUSG00000028085.12	Gatb	Gatb	229487	glutamyl-tRNA amidotransferase subunit B	212	178	151	207	141	247	285
ENSMUSG00000044330.8	NA	ENSMUSG00000044330.8	NA	NA	177	147	89	134	155	146	199
ENSMUSG00000028082.14	Sh3d19	Sh3d19	27059	SH3 domain protein D19	115	126	109	91	117	138	141
ENSMUSG00000028081.6	Rps3a1	Rps3a1	20091	ribosomal protein S3A1	31502	21507	20993	23834	18426	21858	22214
ENSMUSG00000064984.1	Snord73a	Snord73a	19870	small nucleolar RNA, C/D box U73A	40	53	27	39	21	55	41
ENSMUSG00000064390.1	Snord73b	Snord73b	19871	small nucleolar RNA, C/D box U73B	3	2	3	0	1	1	1
ENSMUSG00000103408.1	NA	ENSMUSG00000103408.1	NA	NA	7	2	9	0	3	4	1
ENSMUSG00000028080.16	Lrba	Lrba	80877	LPS-responsive beige-like anchor	1134	1458	1195	1680	915	1289	1111
ENSMUSG00000077744.1	Gm26343	Gm26343	115486206	predicted gene, 26343	0	3	3	6	2	1	0
ENSMUSG00000065764.1	Gm23850	Gm23850	115489862	predicted gene, 23850	5	5	4	5	3	5	17
ENSMUSG00000057777.4	Mab21l2	Mab21l2	23937	mab-21-like 2	6	8	7	8	4	11	7
ENSMUSG00000094392.1	NA	ENSMUSG00000094392.1	NA	NA	252	203	151	200	161	238	279
ENSMUSG00000104108.1	NA	ENSMUSG00000104108.1	NA	NA	7	17	8	6	2	16	17
ENSMUSG00000028078.14	Dclk2	Dclk2	70762	doublecortin-like kinase 2	77	113	69	124	101	134	93
ENSMUSG00000104074.1	NA	ENSMUSG00000104074.1	NA	NA	28	17	17	23	15	18	22
