ens_gene	Symbol	Uniq_syms	entrez	Gene_name	NTC2	NTC3	NTC4	NTC5	sgUgcg1	sgUgcg2	sgUgcg5
Mapkap1	Mapkap1	Mapkap1	227743	mitogen-activated protein kinase associated protein 1	1554	1299	1692	1595	1064	1856	1930
ENSMUSG00000083503.1	NA	ENSMUSG00000083503.1	NA	NA	0	1	1	7	4	1	1
ENSMUSG00000083233.1	NA	ENSMUSG00000083233.1	NA	NA	3	4	0	1	6	2	2
Gm13408	Gm13408	Gm13408	623448	ribosomal protein S3A pseudogene	43	38	37	45	20	31	44
ENSMUSG00000087635.3	NA	ENSMUSG00000087635.3	NA	NA	8	16	14	18	11	13	16
Gapvd1	Gapvd1	Gapvd1	66691	GTPase activating protein and VPS9 domains 1	4049	4245	3589	4069	3024	4003	4510
Hspa5	Hspa5	Hspa5	14828	heat shock protein 5	12920	17701	12111	12756	12326	16274	15775
Rabepk	Rabepk	Rabepk	227746	Rab9 effector protein with kelch motifs	996	888	866	906	656	911	1204
Fbxw2	Fbxw2	Fbxw2	30050	F-box and WD-40 domain protein 2	5569	4756	4585	5326	3882	5552	6036
Psmd5	Psmd5	Psmd5	66998	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	3112	2631	2119	2755	2373	2802	3337
Phf19	Phf19	Phf19	74016	PHD finger protein 19	57	76	67	70	42	85	88
Traf1	Traf1	Traf1	22029	TNF receptor-associated factor 1	5099	5093	5406	5470	3835	5613	6280
ENSMUSG00000083533.2	NA	ENSMUSG00000083533.2	NA	NA	10	25	9	15	9	29	18
Hc	Hc	Hc	15139	hemolytic complement	3	6	0	2	0	0	1
AI182371	AI182371	AI182371	98870	expressed sequence AI182371	61	30	41	57	15	46	42
Cntrl	Cntrl	Cntrl	26920	centriolin	7252	8218	6955	7910	5649	7330	7848
Rab14	Rab14	Rab14	68365	RAB14, member RAS oncogene family	6135	6642	5384	6524	4887	6733	7164
Gsn	Gsn	Gsn	227753	gelsolin	1583	1318	1103	1427	1159	1690	1831
Stom	Stom	Stom	13830	stomatin	22	21	14	20	19	4	26
Glo1-ps	Glo1-ps	Glo1-ps	654354	glyoxalase 1, pseudogene	32	27	32	37	24	34	35
4930402F06Rik	4930402F06Rik	4930402F06Rik	74854	RIKEN cDNA 4930402F06 gene	0	0	2	4	0	4	0
Ggta1	Ggta1	Ggta1	14594	glycoprotein galactosyltransferase alpha 1, 3	838	689	611	792	487	676	668
ENSMUSG00000106856.1	NA	ENSMUSG00000106856.1	NA	NA	37	53	59	52	27	26	42
Dab2ip	Dab2ip	Dab2ip	69601	disabled 2 interacting protein	27	12	28	15	5	6	13
Ttll11	Ttll11	Ttll11	74410	tubulin tyrosine ligase-like family, member 11	22	28	19	14	14	60	24
Ndufa8	Ndufa8	Ndufa8	68375	NADH:ubiquinone oxidoreductase subunit A8	3066	2298	2377	2765	2203	3164	3534
Rbm18	Rbm18	Rbm18	67889	RNA binding motif protein 18	1123	1349	923	1112	842	1326	1257
Mrrf	Mrrf	Mrrf	67871	mitochondrial ribosome recycling factor	141	106	125	112	82	107	133
Ptgs1	Ptgs1	Ptgs1	19224	prostaglandin-endoperoxide synthase 1	102	84	81	116	73	67	59
ENSMUSG00000106933.1	NA	ENSMUSG00000106933.1	NA	NA	1	3	0	0	0	1	5
Or1j21	Or1j21	Or1j21	18350	olfactory receptor family 1 subfamily J member 21	4	1	2	4	1	0	0
Gm13436	Gm13436	Gm13436	624088	ribosomal protein L18 pseudogene	221	165	159	184	125	125	154
ENSMUSG00000064626.1	NA	ENSMUSG00000064626.1	NA	NA	3	1	1	1	0	1	3
Pdcl	Pdcl	Pdcl	67466	phosducin-like	1318	1009	1065	1167	820	1084	1069
Rc3h2	Rc3h2	Rc3h2	319817	ring finger and CCCH-type zinc finger domains 2	2383	3078	2587	2861	2351	2650	2969
Zbtb6	Zbtb6	Zbtb6	241322	zinc finger and BTB domain containing 6	323	319	335	401	273	261	326
Zbtb26	Zbtb26	Zbtb26	320633	zinc finger and BTB domain containing 26	182	106	281	200	184	94	209
Rabgap1	Rabgap1	Rabgap1	227800	RAB GTPase activating protein 1	2178	1893	2005	2160	1473	2493	2814
Strbp	Strbp	Strbp	20744	spermatid perinuclear RNA binding protein	1010	840	712	811	578	1006	955
Gm17893	Gm17893	Gm17893	100416053	nucleoporin 37 pseudogene	6	13	8	7	1	6	12
Gpr21	Gpr21	Gpr21	338346	G protein-coupled receptor 21	32	68	42	60	30	54	39
ENSMUSG00000083745.1	NA	ENSMUSG00000083745.1	NA	NA	9	5	18	9	10	13	16
Mir5128	Mir5128	Mir5128	100628597	microRNA 5128	3	5	5	2	0	3	1
Crb2	Crb2	Crb2	241324	crumbs family member 2	0	5	0	1	0	5	0
Dennd1a	Dennd1a	Dennd1a	227801	DENN domain containing 1A	835	916	865	928	580	798	755
ENSMUSG00000107586.1	NA	ENSMUSG00000107586.1	NA	NA	60	82	52	61	26	55	52
ENSMUSG00000108155.1	NA	ENSMUSG00000108155.1	NA	NA	43	42	58	58	27	39	34
ENSMUSG00000107529.1	NA	ENSMUSG00000107529.1	NA	NA	72	93	76	81	79	83	145
ENSMUSG00000087294.2	NA	ENSMUSG00000087294.2	NA	NA	14	35	18	43	10	30	23
Lhx2	Lhx2	Lhx2	16870	LIM homeobox protein 2	4	11	1	6	9	6	1
ENSMUSG00000084124.1	NA	ENSMUSG00000084124.1	NA	NA	112	84	95	93	87	111	111
Nek6	Nek6	Nek6	59126	NIMA (never in mitosis gene a)-related expressed kinase 6	215	203	170	297	160	213	232
Psmb7	Psmb7	Psmb7	19177	proteasome (prosome, macropain) subunit, beta type 7	1330	1172	1114	1263	857	1115	1131
ENSMUSG00000082931.1	NA	ENSMUSG00000082931.1	NA	NA	121	131	86	137	104	136	144
Nr6a1	Nr6a1	Nr6a1	14536	nuclear receptor subfamily 6, group A, member 1	31	10	32	46	20	42	19
ENSMUSG00000085201.1	NA	ENSMUSG00000085201.1	NA	NA	3	6	9	1	3	4	8
ENSMUSG00000107884.1	NA	ENSMUSG00000107884.1	NA	NA	7	10	8	12	9	0	8
ENSMUSG00000107468.1	NA	ENSMUSG00000107468.1	NA	NA	11	19	12	8	8	8	6
Olfml2a	Olfml2a	Olfml2a	241327	olfactomedin-like 2A	0	0	0	10	0	0	0
Wdr38	Wdr38	Wdr38	76646	WD repeat domain 38	45	16	36	37	26	21	34
Rpl35	Rpl35	Rpl35	66489	ribosomal protein L35	3902	2258	2186	2345	1777	2707	3161
Arpc5l	Arpc5l	Arpc5l	74192	actin related protein 2/3 complex, subunit 5-like	8879	5936	5938	7262	5418	7596	9242
Golga1	Golga1	Golga1	76899	golgin A1	1360	1064	1117	1469	1017	1356	1457
Scai	Scai	Scai	320271	suppressor of cancer cell invasion	571	678	646	737	482	584	639
Gm18791	Gm18791	Gm18791	100417731	developmental pluripotency associated 4 pseudogene	14	12	13	17	12	7	9
Gm16523	Gm16523	Gm16523	100042584	mitochondrial ribosomal protein L40 pseudogene	187	156	141	167	119	153	125
ENSMUSG00000107955.1	NA	ENSMUSG00000107955.1	NA	NA	101	185	172	163	99	138	122
Ppp6c	Ppp6c	Ppp6c	67857	protein phosphatase 6, catalytic subunit	3195	2719	2677	2874	2294	2929	3277
ENSMUSG00000083157.1	NA	ENSMUSG00000083157.1	NA	NA	8	19	11	6	8	20	7
ENSMUSG00000083240.3	NA	ENSMUSG00000083240.3	NA	NA	16	9	6	13	4	8	11
ENSMUSG00000082536.1	NA	ENSMUSG00000082536.1	NA	NA	775	587	528	657	496	577	531
ENSMUSG00000081999.3	NA	ENSMUSG00000081999.3	NA	NA	21	17	19	15	20	13	22
Gm13464	Gm13464	Gm13464	100041245	glyceraldehyde-3-phosphate dehydrogenase pseudogene	4	2	2	4	1	6	7
Arhgap15	Arhgap15	Arhgap15	76117	Rho GTPase activating protein 15	11544	9040	8417	9836	7245	9891	11091
Arhgap15os	Arhgap15os	Arhgap15os	320872	Rho GTPase activating protein 15, opposite strand	18	35	21	40	24	24	21
Gtdc1	Gtdc1	Gtdc1	227835	glycosyltransferase-like domain containing 1	306	361	271	379	219	262	286
Gm13477	Gm13477	Gm13477	100416285	centromere protein C1 pseudogene	24	22	34	31	13	11	31
Zeb2	Zeb2	Zeb2	24136	zinc finger E-box binding homeobox 2	5803	9174	6076	8900	6102	7610	6537
Mir5129	Mir5129	Mir5129	100628598	microRNA 5129	3	12	2	5	5	4	3
Zeb2os	Zeb2os	Zeb2os	433424	zinc finger E-box binding homeobox 2, opposite strand	47	24	58	58	42	28	62
Acvr2a	Acvr2a	Acvr2a	11480	activin receptor IIA	88	90	89	126	60	125	70
Orc4	Orc4	Orc4	26428	origin recognition complex, subunit 4	2074	2058	1607	2109	1597	2055	2240
Mbd5	Mbd5	Mbd5	109241	methyl-CpG binding domain protein 5	262	341	304	408	289	352	395
ENSMUSG00000081272.1	NA	ENSMUSG00000081272.1	NA	NA	155	127	117	107	108	136	147
Epc2	Epc2	Epc2	227867	enhancer of polycomb homolog 2	640	681	486	631	508	599	747
Kif5c	Kif5c	Kif5c	16574	kinesin family member 5C	124	138	132	166	115	155	180
ENSMUSG00000082879.1	NA	ENSMUSG00000082879.1	NA	NA	11	3	4	0	1	4	7
Lypd6b	Lypd6b	Lypd6b	71897	LY6/PLAUR domain containing 6B	111	77	96	97	105	138	108
Mmadhc	Mmadhc	Mmadhc	109129	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria	1264	984	1075	1070	812	1353	1366
Rnd3	Rnd3	Rnd3	74194	Rho family GTPase 3	0	0	5	0	18	2	21
ENSMUSG00000087701.4	NA	ENSMUSG00000087701.4	NA	NA	2167	1305	1213	1556	1449	1969	2046
Rbm43	Rbm43	Rbm43	71684	RNA binding motif protein 43	1289	1496	1245	1376	1097	1394	1531
Nmi	Nmi	Nmi	64685	N-myc (and STAT) interactor	3626	2864	3100	3538	2811	3559	4249
Rif1	Rif1	Rif1	51869	replication timing regulatory factor 1	2868	2635	2387	3119	2134	2697	2725
Neb	Neb	Neb	17996	nebulin	40	26	47	23	51	24	36
Arl5a	Arl5a	Arl5a	75423	ADP-ribosylation factor-like 5A	2744	3007	2853	3222	2237	2937	3322
A430018G15Rik	A430018G15Rik	A430018G15Rik	115489452	RIKEN cDNA A430018G15 gene	12	16	9	1	4	17	19
Cacnb4	Cacnb4	Cacnb4	12298	calcium channel, voltage-dependent, beta 4 subunit	41	57	80	49	34	48	41
ENSMUSG00000082132.1	NA	ENSMUSG00000082132.1	NA	NA	7	3	16	11	2	8	5
ENSMUSG00000025201.7	NA	ENSMUSG00000025201.7	NA	NA	66	70	48	59	63	59	76
Stam2	Stam2	Stam2	56324	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	1361	1477	1215	1417	1254	1608	1838
ENSMUSG00000085815.1	NA	ENSMUSG00000085815.1	NA	NA	0	13	9	10	6	11	4
Fmnl2	Fmnl2	Fmnl2	71409	formin-like 2	50	32	39	28	20	24	22
Prpf40a	Prpf40a	Prpf40a	56194	pre-mRNA processing factor 40A	5859	5010	4994	5779	4375	5389	6398
Arl6ip6	Arl6ip6	Arl6ip6	65103	ADP-ribosylation factor-like 6 interacting protein 6	1242	1271	986	1092	949	1218	1320
Nr4a2	Nr4a2	Nr4a2	18227	nuclear receptor subfamily 4, group A, member 2	83	950	73	74	75	641	105
BB557941	BB557941	BB557941	767815	expressed sequence BB557941	0	7	0	0	0	6	0
ENSMUSG00000054181.11	NA	ENSMUSG00000054181.11	NA	NA	57	45	41	53	27	72	61
Gpd2	Gpd2	Gpd2	14571	glycerol phosphate dehydrogenase 2, mitochondrial	1315	1378	1325	1457	1136	1495	1624
Gm13535	Gm13535	Gm13535	100417439	cytoskeleton associated protein 2 pseudogene	14	13	9	11	9	13	7
Ermn	Ermn	Ermn	77767	ermin, ERM-like protein	1	2	0	0	3	0	5
Cytip	Cytip	Cytip	227929	cytohesin 1 interacting protein	6717	6550	5738	6538	4660	6910	6298
Gm13546	Gm13546	Gm13546	100042926	predicted gene 13546	18	22	9	18	5	15	6
Acvr1	Acvr1	Acvr1	11477	activin A receptor, type 1	14	9	3	7	6	18	7
Upp2	Upp2	Upp2	76654	uridine phosphorylase 2	10	4	1	2	2	2	8
Ccdc148	Ccdc148	Ccdc148	227933	coiled-coil domain containing 148	47	0	5	4	9	14	35
Pkp4	Pkp4	Pkp4	227937	plakophilin 4	473	534	435	519	196	407	409
Dapl1	Dapl1	Dapl1	76747	death associated protein-like 1	249	81	247	278	366	340	429
ENSMUSG00000081157.1	NA	ENSMUSG00000081157.1	NA	NA	1	3	2	5	2	6	5
Tanc1	Tanc1	Tanc1	66860	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	1219	1271	1130	1323	1109	1294	1454
Wdsub1	Wdsub1	Wdsub1	72137	WD repeat, SAM and U-box domain containing 1	160	112	116	155	110	126	177
Baz2b	Baz2b	Baz2b	407823	bromodomain adjacent to zinc finger domain, 2B	1729	1067	1231	1609	1010	1865	1801
ENSMUSG00000081236.1	NA	ENSMUSG00000081236.1	NA	NA	5	1	11	9	1	5	3
Gm13572	Gm13572	Gm13572	102636022	predicted gene 13572	192	101	180	175	121	196	185
Marchf7	Marchf7	Marchf7	57438	membrane associated ring-CH-type finger 7	4386	3457	3996	4601	2716	4666	4465
Cd302	Cd302	Cd302	66205	CD302 antigen	185	148	95	163	119	128	164
Rpl10a-ps4	Rpl10a-ps4	Rpl10a-ps4	625861	ribosomal protein L10A, pseudogene 4	7	6	10	9	10	11	15
Ly75	Ly75	Ly75	17076	lymphocyte antigen 75	1644	1700	1564	1827	1157	1672	1866
ENSMUSG00000086196.7	NA	ENSMUSG00000086196.7	NA	NA	18	15	19	9	5	26	3
Rbms1	Rbms1	Rbms1	56878	RNA binding motif, single stranded interacting protein 1	6240	6097	5402	6752	5185	6964	8056
Tank	Tank	Tank	21353	TRAF family member-associated Nf-kappa B activator	1380	1172	1191	1251	1071	1489	1581
Psmd14	Psmd14	Psmd14	59029	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	4302	3608	3352	3915	3012	4501	4810
ENSMUSG00000087794.1	NA	ENSMUSG00000087794.1	NA	NA	1	9	5	3	3	10	1
Tbr1	Tbr1	Tbr1	21375	T-box brain transcription factor 1	0	10	3	1	1	1	0
Slc4a10	Slc4a10	Slc4a10	94229	solute carrier family 4, sodium bicarbonate cotransporter-like, member 10	61	70	36	45	34	54	95
Dpp4	Dpp4	Dpp4	13482	dipeptidylpeptidase 4	4716	4025	3833	4814	2920	3842	4344
ENSMUSG00000087518.1	NA	ENSMUSG00000087518.1	NA	NA	31	14	14	15	11	23	23
ENSMUSG00000087681.1	NA	ENSMUSG00000087681.1	NA	NA	3	2	8	3	5	0	0
Fap	Fap	Fap	14089	fibroblast activation protein	3	5	3	3	0	1	0
Ifih1	Ifih1	Ifih1	71586	interferon induced with helicase C domain 1	463	571	511	454	420	616	598
Gca	Gca	Gca	227960	grancalcin	35	10	18	27	33	12	19
Kcnh7	Kcnh7	Kcnh7	170738	potassium voltage-gated channel, subfamily H (eag-related), member 7	10	2	0	6	4	4	2
ENSMUSG00000082127.2	NA	ENSMUSG00000082127.2	NA	NA	36	23	38	37	16	31	27
ENSMUSG00000084104.1	NA	ENSMUSG00000084104.1	NA	NA	5	9	1	4	2	3	7
Grb14	Grb14	Grb14	50915	growth factor receptor bound protein 14	10	39	18	33	19	28	25
Cobll1	Cobll1	Cobll1	319876	Cobl-like 1	1785	1851	1392	1731	1336	1743	1775
ENSMUSG00000086881.1	NA	ENSMUSG00000086881.1	NA	NA	31	26	32	29	14	55	38
Slc38a11	Slc38a11	Slc38a11	320106	solute carrier family 38, member 11	4	4	0	0	1	2	1
Galnt3	Galnt3	Galnt3	14425	polypeptide N-acetylgalactosaminyltransferase 3	1894	1577	1450	1829	1285	1883	1829
Ttc21b	Ttc21b	Ttc21b	73668	tetratricopeptide repeat domain 21B	612	595	534	629	432	549	546
Gm13604	Gm13604	Gm13604	105244187	60S ribosomal protein L21 pseudogene	122	90	94	114	57	90	108
Stk39	Stk39	Stk39	53416	serine/threonine kinase 39	1827	1600	1462	1770	1291	1741	1908
ENSMUSG00000075312.4	NA	ENSMUSG00000075312.4	NA	NA	5	4	2	5	3	6	6
Cers6	Cers6	Cers6	241447	ceramide synthase 6	132	222	181	156	165	187	165
ENSMUSG00000103233.1	NA	ENSMUSG00000103233.1	NA	NA	0	0	3	8	0	3	16
ENSMUSG00000103734.1	NA	ENSMUSG00000103734.1	NA	NA	1	2	6	5	3	11	6
ENSMUSG00000104262.1	NA	ENSMUSG00000104262.1	NA	NA	2	7	2	4	3	9	1
ENSMUSG00000103546.1	NA	ENSMUSG00000103546.1	NA	NA	14	8	13	2	12	12	7
ENSMUSG00000102662.1	NA	ENSMUSG00000102662.1	NA	NA	12	4	2	0	3	0	1
Nostrin	Nostrin	Nostrin	329416	nitric oxide synthase trafficker	0	3	5	12	11	4	8
Spc25	Spc25	Spc25	66442	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	235	219	175	203	170	183	247
Dhrs9	Dhrs9	Dhrs9	241452	dehydrogenase/reductase 9	4	7	9	1	7	1	1
Fastkd1	Fastkd1	Fastkd1	320720	FAST kinase domains 1	491	450	371	474	299	365	468
Ppig	Ppig	Ppig	228005	peptidyl-prolyl isomerase G (cyclophilin G)	4550	3671	3578	4199	3021	4147	4427
ENSMUSG00000082345.1	NA	ENSMUSG00000082345.1	NA	NA	101	95	93	114	83	112	149
Cfap210	Cfap210	Cfap210	75051	cilia and flagella associated protein 210	79	68	39	72	77	81	94
ENSMUSG00000083007.1	NA	ENSMUSG00000083007.1	NA	NA	13	10	11	17	6	18	12
Phospho2	Phospho2	Phospho2	73373	phosphatase, orphan 2	1452	1252	970	1254	944	1397	1526
Klhl23	Klhl23	Klhl23	277396	kelch-like 23	1	0	1	2	3	0	3
Ssb	Ssb	Ssb	20823	small RNA binding exonuclease protection factor La	5945	4721	4492	5186	4105	5437	5936
Mettl5	Mettl5	Mettl5	75422	methyltransferase 5, N6-adenosine	589	447	431	616	342	570	594
ENSMUSG00000089902.1	NA	ENSMUSG00000089902.1	NA	NA	6	2	2	11	2	3	0
ENSMUSG00000085735.1	NA	ENSMUSG00000085735.1	NA	NA	32	21	21	26	10	11	27
Ubr3	Ubr3	Ubr3	68795	ubiquitin protein ligase E3 component n-recognin 3	1328	1467	1357	1546	1154	1339	1578
Myo3b	Myo3b	Myo3b	329421	myosin IIIB	310	364	280	422	224	251	267
ENSMUSG00000047965.9	NA	ENSMUSG00000047965.9	NA	NA	86	64	61	62	33	44	46
ENSMUSG00000097025.2	NA	ENSMUSG00000097025.2	NA	NA	8	18	12	8	9	11	12
Gorasp2	Gorasp2	Gorasp2	70231	golgi reassembly stacking protein 2	2056	1853	1661	1987	1440	1921	2058
Tlk1	Tlk1	Tlk1	228012	tousled-like kinase 1	2276	2282	1889	2344	1665	2470	2481
Mettl8	Mettl8	Mettl8	228019	methyltransferase 8, methylcytidine	311	237	243	283	202	281	268
Dcaf17	Dcaf17	Dcaf17	75763	DDB1 and CUL4 associated factor 17	1848	1633	1506	1841	1356	2010	2287
Cybrd1	Cybrd1	Cybrd1	73649	cytochrome b reductase 1	3	1	6	6	0	0	1
Dync1i2	Dync1i2	Dync1i2	13427	dynein cytoplasmic 1 intermediate chain 2	2876	2813	2462	3007	2568	3206	3394
Slc25a12	Slc25a12	Slc25a12	78830	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	1765	1657	1451	1837	1229	1643	1779
Gm13641	Gm13641	Gm13641	115489459	60S ribosomal protein L21 pseudogene	13	21	11	16	14	19	32
Hat1	Hat1	Hat1	107435	histone aminotransferase 1	1629	1339	1239	1386	1072	1481	1712
ENSMUSG00000086846.2	NA	ENSMUSG00000086846.2	NA	NA	0	2	5	2	0	1	0
Metap1d	Metap1d	Metap1d	66559	methionyl aminopeptidase type 1D (mitochondrial)	219	192	250	224	188	217	234
Dlx1as	Dlx1as	Dlx1as	111970	distal-less homeobox 1, antisense	5	8	6	15	3	12	3
Itga6	Itga6	Itga6	16403	integrin alpha 6	1887	1706	1528	1949	1380	1687	2044
Pdk1	Pdk1	Pdk1	228026	pyruvate dehydrogenase kinase, isoenzyme 1	1229	747	896	1045	566	1156	1306
Rapgef4	Rapgef4	Rapgef4	56508	Rap guanine nucleotide exchange factor (GEF) 4	98	87	165	90	117	171	196
ENSMUSG00000085439.1	NA	ENSMUSG00000085439.1	NA	NA	15	13	11	21	11	20	22
ENSMUSG00000085001.1	NA	ENSMUSG00000085001.1	NA	NA	5	5	14	6	3	23	20
ENSMUSG00000086231.1	NA	ENSMUSG00000086231.1	NA	NA	6	6	3	5	4	11	15
Map3k20	Map3k20	Map3k20	65964	mitogen-activated protein kinase kinase kinase 20	13	9	6	3	0	2	4
Cdca7	Cdca7	Cdca7	66953	cell division cycle associated 7	280	200	229	241	190	191	240
Sp3	Sp3	Sp3	20687	trans-acting transcription factor 3	4223	5332	3808	4208	3659	4513	4513
ENSMUSG00000092851.1	NA	ENSMUSG00000092851.1	NA	NA	0	4	0	0	0	4	3
ENSMUSG00000084213.1	NA	ENSMUSG00000084213.1	NA	NA	9	14	18	10	8	9	8
ENSMUSG00000079286.1	NA	ENSMUSG00000079286.1	NA	NA	1	0	3	0	2	4	2
Sp3os	Sp3os	Sp3os	100503849	trans-acting transcription factor 3, opposite strand	294	134	176	206	119	230	260
Ola1	Ola1	Ola1	67059	Obg-like ATPase 1	1591	1650	1559	1723	1161	1527	1567
Gm13665	Gm13665	Gm13665	100416286	ribosomal protein L17 pseudogene	46	29	24	37	34	38	44
Gm13666	Gm13666	Gm13666	620110	ribosomal protein L7A pseudogene	6	6	6	6	5	6	2
Sp9	Sp9	Sp9	381373	trans-acting transcription factor 9	4	7	4	1	0	4	0
Cir1	Cir1	Cir1	66935	corepressor interacting with RBPJ, 1	1507	1224	1050	1362	920	1268	1490
Scrn3	Scrn3	Scrn3	74616	secernin 3	232	227	268	280	162	248	297
Gpr155	Gpr155	Gpr155	68526	G protein-coupled receptor 155	338	297	314	338	229	308	376
ENSMUSG00000086546.1	NA	ENSMUSG00000086546.1	NA	NA	2	3	4	6	0	6	3
ENSMUSG00000087176.1	NA	ENSMUSG00000087176.1	NA	NA	23	18	24	41	20	25	29
ENSMUSG00000085768.1	NA	ENSMUSG00000085768.1	NA	NA	1	4	1	3	1	2	2
Wipf1	Wipf1	Wipf1	215280	WAS/WASL interacting protein family, member 1	7829	9547	7409	8963	6688	7744	8628
ENSMUSG00000086069.1	NA	ENSMUSG00000086069.1	NA	NA	28	34	29	38	35	25	29
Chrna1os	Chrna1os	Chrna1os	102633437	cholinergic receptor nicotinic alpha 1 subunit, opposite strand	2	5	0	4	0	13	3
Atf2	Atf2	Atf2	11909	activating transcription factor 2	2112	2109	1797	2021	1742	2269	2574
Atp5mc3	Atp5mc3	Atp5mc3	228033	ATP synthase membrane subunit c locus 3	4767	3669	3949	4439	3072	4322	4641
Lnpk	Lnpk	Lnpk	69605	lunapark, ER junction formation factor	682	764	704	715	503	676	734
Mrpl23-ps1	Mrpl23-ps1	Mrpl23-ps1	100040519	mitichondrial ribosomal protein L23, pseudogene 1	134	80	106	111	80	143	142
Hoxd11	Hoxd11	Hoxd11	15431	homeobox D11	6	1	3	1	1	5	5
Mtx2	Mtx2	Mtx2	53375	metaxin 2	699	422	430	481	411	604	675
Gm14425	Gm14425	Gm14425	100416187	ribosomal protein 10 pseudogene	4	3	2	1	0	3	2
Rps6-ps4	Rps6-ps4	Rps6-ps4	105244208	ribosomal protein S6, pseudogene 4	829	493	525	559	443	540	623
Gm13653	Gm13653	Gm13653	108168770	predicted gene 13653	3	1	5	1	6	2	0
Hnrnpa3	Hnrnpa3	Hnrnpa3	229279	heterogeneous nuclear ribonucleoprotein A3	2393	2019	2244	2396	1583	2156	2307
Nfe2l2	Nfe2l2	Nfe2l2	18024	nuclear factor, erythroid derived 2, like 2	1920	1871	1524	1947	1629	2531	2491
ENSMUSG00000089015.1	NA	ENSMUSG00000089015.1	NA	NA	9	6	19	17	16	9	17
ENSMUSG00000087222.1	NA	ENSMUSG00000087222.1	NA	NA	17	14	19	19	18	23	35
ENSMUSG00000081833.1	NA	ENSMUSG00000081833.1	NA	NA	2	1	1	1	2	3	0
Agps	Agps	Agps	228061	alkylglycerone phosphate synthase	2462	2814	2396	2833	2042	2605	3164
Ift70b	Ift70b	Ift70b	72421	intraflagellar transport 70B	30	56	32	22	11	34	50
Ift70a1	Ift70a1	Ift70a1	78802	intraflagellar transport 70A1	26	25	36	44	38	21	28
Pde11a	Pde11a	Pde11a	241489	phosphodiesterase 11A	48	28	31	54	36	69	50
Rbm45	Rbm45	Rbm45	241490	RNA binding motif protein 45	421	343	442	439	259	327	373
Osbpl6	Osbpl6	Osbpl6	99031	oxysterol binding protein-like 6	1	3	3	0	1	2	0
Prkra	Prkra	Prkra	23992	protein kinase, interferon inducible double stranded RNA dependent activator	135	89	83	77	61	86	107
Fkbp7	Fkbp7	Fkbp7	14231	FK506 binding protein 7	97	34	63	59	21	46	62
Plekha3	Plekha3	Plekha3	83435	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3	1715	1539	1393	1584	1260	1619	1878
Ttn	Ttn	Ttn	22138	titin	50	76	40	61	35	49	35
Ccdc141	Ccdc141	Ccdc141	545428	coiled-coil domain containing 141	26	18	31	12	24	29	24
Sestd1	Sestd1	Sestd1	228071	SEC14 and spectrin domains 1	9	4	11	6	9	16	20
ENSMUSG00000081611.1	NA	ENSMUSG00000081611.1	NA	NA	3	3	1	1	2	9	4
Gm13649	Gm13649	Gm13649	667906	proteasome (prosome, macropain) subunit, beta type 3 pseudogene	2	0	0	1	5	2	2
Cwc22	Cwc22	Cwc22	80744	CWC22 spliceosome-associated protein	2398	1680	1915	2302	1460	2362	2739
Ube2e3	Ube2e3	Ube2e3	22193	ubiquitin-conjugating enzyme E2E 3	520	491	401	542	318	545	561
ENSMUSG00000102286.1	NA	ENSMUSG00000102286.1	NA	NA	1717	958	1330	1491	856	1289	1404
ENSMUSG00000083950.1	NA	ENSMUSG00000083950.1	NA	NA	118	48	121	133	97	62	112
ENSMUSG00000080984.1	NA	ENSMUSG00000080984.1	NA	NA	155	101	157	234	193	106	204
Itga4	Itga4	Itga4	16401	integrin alpha 4	31595	35320	29316	37080	25359	27902	28756
Cerkl	Cerkl	Cerkl	228094	ceramide kinase-like	275	624	271	330	147	433	299
Gm22606	Gm22606	Gm22606	115489581	predicted gene, 22606	0	9	2	0	5	3	0
Gm13673	Gm13673	Gm13673	100416064	tubulin, beta 6 pseudogene	7	27	11	5	2	6	7
Itprid2	Itprid2	Itprid2	70599	ITPR interacting domain containing 2	602	526	514	587	441	559	567
Prdx6b	Prdx6b	Prdx6b	320769	peroxiredoxin 6B	1	2	3	4	1	1	2
Dnajc10	Dnajc10	Dnajc10	66861	DnaJ heat shock protein family (Hsp40) member C10	2160	1629	2009	2090	1527	2414	2539
Nckap1	Nckap1	Nckap1	50884	NCK-associated protein 1	813	782	715	882	793	922	1175
Gm13689	Gm13689	Gm13689	100416042	N-glycanase 1 pseudogene	11	14	14	23	9	25	18
Dusp19	Dusp19	Dusp19	68082	dual specificity phosphatase 19	256	279	249	266	196	216	266
Nup35	Nup35	Nup35	69482	nucleoporin 35	299	307	245	354	275	271	268
Mir684-1	Mir684-1	Mir684-1	735274	microRNA 684-1	15	16	16	18	6	10	14
ENSMUSG00000086436.2	NA	ENSMUSG00000086436.2	NA	NA	3	0	0	5	7	5	7
ENSMUSG00000064193.8	NA	ENSMUSG00000064193.8	NA	NA	25	31	27	26	15	38	22
